repeat,warmup,output_tps,accept_length,verify_steps,ttft_s,elapsed_s,first_event_tokens,output_tokens,max_repeated_16gram,output_text_sha256
0,True,596.1555244064424,5.475935828877005,187,0.1689910152927041,1.8849861845374107,1,1024,3,ba4ecb5d261615603edc9083a1993a06642e44af8daf64d06076496a929cc655
1,False,593.4626089434344,5.505376344086022,186,0.14496802352368832,1.8687497489154339,1,1024,11,3438641a2e8ad7f0491463b6152442adefd497c9e3eacaee37164771e6e04877
2,False,603.4691716199152,5.535135135135135,185,0.14486130233854055,1.8400597451254725,1,1024,4,95dee7e9e84236636d0070a6a03af8821f16708c27b8022739040f0bb6536b97
3,False,602.0848839916559,5.505376344086022,186,0.14409090485423803,1.8431868748739362,1,1024,236,09af466970f0a69c3450ca778da2fcb0786ca5c793407cb96d070b75ec3d0b71
4,False,603.9626240592403,5.535135135135135,185,0.14456784166395664,1.8383812652900815,1,1024,1,e69e83b5edc77b4bb18796f67a14607fc7b78bce0008df0e139f2ac57b67df84
5,False,591.1939546690382,5.446808510638298,188,0.14381842594593763,1.8742150105535984,1,1024,3,f69c6879d5609b26830800829abb97999abfffc2c8a8496287e0830360859f6a
6,False,604.4878009095465,5.505376344086022,186,0.14528196305036545,1.8376238076016307,1,1024,3,fc18cc28413a1540dce4658baf3c115c177fe2f8eb71b9162f50f6de7a5ea38a
