"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
4,6892,"v_or_b32_e32 v12, 30, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6896,"v_or_b32_e32 v14, 26, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6900,"v_or_b32_e32 v15, 24, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6904,"v_or_b32_e32 v16, 22, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6908,"v_or_b32_e32 v17, 20, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6912,"v_or_b32_e32 v18, 18, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6916,"v_or_b32_e32 v19, 16, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6920,"v_or_b32_e32 v24, 14, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6924,"v_or_b32_e32 v25, 12, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6928,"v_or_b32_e32 v28, 6, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6932,"v_or_b32_e32 v29, 4, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6936,"v_or_b32_e32 v30, 2, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:476"
4,6940,"v_lshlrev_b32_e32 v7, 7, v26",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6944,"v_lshlrev_b32_e32 v31, 7, v13",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6948,"v_or3_b32 v35, v6, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6956,"v_lshlrev_b32_e32 v3, 7, v30",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6960,"v_lshlrev_b32_e32 v4, 7, v29",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6964,"v_lshlrev_b32_e32 v5, 7, v28",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6968,"v_lshlrev_b32_e32 v8, 7, v25",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6972,"v_lshlrev_b32_e32 v9, 7, v24",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6976,"v_lshlrev_b32_e32 v10, 7, v19",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6980,"v_lshlrev_b32_e32 v11, 7, v18",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6984,"v_lshlrev_b32_e32 v20, 7, v17",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6988,"v_lshlrev_b32_e32 v21, 7, v16",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6992,"v_lshlrev_b32_e32 v22, 7, v15",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,6996,"v_lshlrev_b32_e32 v23, 7, v14",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7000,"v_lshlrev_b32_e32 v32, 7, v12",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7004,"v_or3_b32 v36, v7, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7012,"v_or3_b32 v57, v31, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7020,"v_bfrev_b32_e32 v106, 1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7024,"v_cmp_gt_i32_e32 vcc, s7, v1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:478"
4,7028,"v_lshlrev_b32_e32 v31, 2, v35",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7032,"v_lshlrev_b32_e32 v58, 1, v0",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:475"
4,7036,"v_or3_b32 v3, v3, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7044,"v_or3_b32 v33, v4, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7052,"v_or3_b32 v34, v5, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7060,"v_or3_b32 v37, v8, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7068,"v_or3_b32 v38, v9, v2, s1",8,32,0,32,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7076,"v_or3_b32 v50, v10, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7084,"v_or3_b32 v51, v11, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7092,"v_or3_b32 v52, v20, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7100,"v_or3_b32 v53, v21, v2, s1",8,32,0,32,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7108,"v_or3_b32 v54, v22, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7116,"v_or3_b32 v55, v23, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7124,"v_or3_b32 v59, v32, v2, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:490"
4,7132,"s_lshl_b32 s1, s1, 2",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7136,"v_cndmask_b32_e32 v87, v106, v31, vcc",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7140,"v_lshlrev_b32_e32 v31, 2, v36",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7144,"s_mul_i32 s7, s6, 0x1200",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:493"
4,7152,"s_mov_b32 s27, 0x27000",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:493"
4,7160,"s_mov_b32 s26, 0x7ffffffe",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:493"
4,7168,"v_lshl_or_b32 v0, v0, 4, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7176,"v_cndmask_b32_e32 v75, v106, v31, vcc",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:491"
4,7180,"s_lshl_b32 s1, s0, 7",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:494"
4,7184,"v_or_b32_e32 v31, s7, v58",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:497"
4,7188,"s_and_b32 s37, s37, 0xffff",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:497"
4,7196,"s_mov_b32 s38, s26",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:497"
