repeat,warmup,output_tps,accept_length,verify_steps,ttft_s,elapsed_s,first_event_tokens,output_tokens,max_repeated_16gram,output_text_sha256
0,True,1192.3262970273072,5.475935828877005,187,2.1007175910053775,2.9587042030179873,1,1024,6,fc9fd5929afb9e9a4f2a975eea5db49b1d7ec7a215ce9ffb7bbcf1100f85ce35
1,False,1194.0194040173953,5.505376344086022,186,0.2124903229996562,1.0692603189963847,1,1024,2,7e42b7249d6bbc559c92f823823b17502e8a09c9a1860e99e1dab6a15138894b
2,False,1185.3067127688673,5.535135135135135,185,0.21551561693195254,1.0785833689151332,1,1024,5,f2f9ab4118752a7e1d14a61ea685d5f8e7730cc967aed86330eda20e8c03602a
3,False,1214.2165226280767,5.505376344086022,186,0.21252075396478176,1.0550393500598148,1,1024,0,fa1e8ad7d78e01e2cf0cc2eaed11593022f73e392d571e25877e7d7f1386cd97
4,False,1195.7919806656773,5.535135135135135,185,0.2086856319801882,1.0641855989815667,1,1024,3,238f6b85d7439a0c68075ac7e04ceef1c23ddd81ada6553ce97926bad41c18e2
5,False,1160.8467959555792,5.446808510638298,188,0.21125399495940655,1.0925072348909453,1,1024,1,d482b4f5fa5a36f5e4373cb318ea5b81eeff033911039a8bf237fac2f9c6b2db
6,False,1191.8673402591694,5.505376344086022,186,0.21121428289916366,1.0695312829921022,1,1024,1,d82f1c7a21ab86021c67e404bfebc72ead87cb159d741b85312864240af967b8
