schema_version,provider,provider_detail,operation,m,n,activation_dtype,weight_dtype,weight_mode,eps,cold_compile_ms,cold_compile_reused,median_us,p10_us,p90_us,logical_bytes,logical_gbps,peak_bw_gbps,peak_bw_pct,rotation_buffers,rotation_working_set_bytes,l2_target_bytes,l2_eviction_between_calls,timed_samples
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,1,4096,bfloat16,float32,float32,1e-06,7.40102,False,11.92,11.7816,12.2584,57348,4.811074,3182.324817,0.151181,4,229392,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,1,4096,bfloat16,float32,float32,1e-06,1.187573,False,12.388,12.1928,12.548,57348,4.629319,3182.324817,0.14547,4,229392,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,1,4096,bfloat16,float32,float32,1e-06,,False,134.000003,132.409593,138.834395,57348,0.42797,3182.324817,0.013448,4,229392,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,1,4096,float32,float32,same,1e-06,1.757009,False,3.768,3.6576,3.9232,49152,13.044586,3182.324817,0.409907,4,196608,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,1,4096,float32,float32,same,1e-06,1.090265,False,4.004,3.8744,4.1536,49152,12.275724,3182.324817,0.385747,4,196608,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,1,4096,float32,float32,same,1e-06,,False,8.004,7.7608,8.2272,49152,6.14093,3182.324817,0.19297,4,196608,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,1,4096,float32,float32,same,1e-06,3.187473,False,12.192,12.1328,12.3832,81924,6.719488,3182.324817,0.21115,4,327696,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,1,4096,float32,float32,same,1e-06,1.164209,False,12.424,12.2976,12.512,81924,6.594012,3182.324817,0.207207,4,327696,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,1,4096,float32,float32,same,1e-06,,False,30.68,30.068,32.144799,81924,2.670274,3182.324817,0.08391,4,327696,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,256,4096,float16,float16,same,1e-06,1.598585,False,5.284,5.1536,5.4152,4202496,795.324761,3182.324817,24.991942,4,16809984,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,256,4096,float16,float16,same,1e-06,0.034058,False,5.488,5.2328,5.5496,4202496,765.76095,3182.324817,24.062941,4,16809984,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,256,4096,float16,float16,same,1e-06,,False,10.16,9.9928,10.2704,4202496,413.631493,3182.324817,12.997777,4,16809984,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,256,4096,float16,float16,same,1e-06,2.846078,False,17.16,16.970401,17.490399,6308864,367.649411,3182.324817,11.552856,4,25235456,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,256,4096,float16,float16,same,1e-06,1.156483,False,20.828,18.5424,29.3816,6308864,302.903011,3182.324817,9.518293,4,25235456,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,256,4096,float16,float16,same,1e-06,,False,31.507999,30.44,32.452799,6308864,200.230553,3182.324817,6.291958,4,25235456,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,256,4096,float16,float32,float32,1e-06,1.665927,False,5.172,4.9768,5.336,4210688,814.131472,3182.324817,25.582916,4,16842752,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,256,4096,float16,float32,float32,1e-06,0.036268,False,5.344,5.196,5.4208,4210688,787.928152,3182.324817,24.759514,4,16842752,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,256,4096,float16,float32,float32,1e-06,,False,38.411999,38.144,38.9288,4210688,109.61908,3182.324817,3.444623,4,16842752,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,256,4096,float16,float32,float32,1e-06,2.788462,False,14.436,14.2024,14.6456,6325248,438.157938,3182.324817,13.768486,4,25300992,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,256,4096,float16,float32,float32,1e-06,1.151459,False,14.816,14.624,15.324,6325248,426.920096,3182.324817,13.415353,4,25300992,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,256,4096,float16,float32,float32,1e-06,,False,130.560003,129.672003,136.411995,6325248,48.447058,3182.324817,1.522379,4,25300992,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,256,4096,bfloat16,bfloat16,same,1e-06,1.581471,False,5.168,4.932,5.2992,4202496,813.176507,3182.324817,25.552907,4,16809984,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,256,4096,bfloat16,bfloat16,same,1e-06,0.033873,False,5.376,5.2568,5.5504,4202496,781.714292,3182.324817,24.564252,4,16809984,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,256,4096,bfloat16,bfloat16,same,1e-06,,False,10.188,9.8408,10.432,4202496,412.494688,3182.324817,12.962055,4,16809984,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,256,4096,bfloat16,bfloat16,same,1e-06,3.160165,False,17.244,17.034399,17.5616,6308864,365.858502,3182.324817,11.496579,4,25235456,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,256,4096,bfloat16,bfloat16,same,1e-06,1.221371,False,18.612,18.3864,18.8408,6308864,338.967545,3182.324817,10.65157,4,25235456,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,256,4096,bfloat16,bfloat16,same,1e-06,,False,32.484001,30.184,35.189601,6308864,194.214502,3182.324817,6.102913,4,25235456,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,256,4096,bfloat16,float32,float32,1e-06,1.729409,False,5.136,4.9824,5.3944,4210688,819.838007,3182.324817,25.762235,4,16842752,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,256,4096,bfloat16,float32,float32,1e-06,0.037474,False,5.348,5.2168,5.5592,4210688,787.338822,3182.324817,24.740995,4,16842752,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,256,4096,bfloat16,float32,float32,1e-06,,False,38.311999,37.897601,38.649599,4210688,109.905201,3182.324817,3.453614,4,16842752,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,256,4096,bfloat16,float32,float32,1e-06,2.899322,False,14.468,14.3152,14.6512,6325248,437.188822,3182.324817,13.738033,4,25300992,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,256,4096,bfloat16,float32,float32,1e-06,1.157565,False,14.74,14.504,14.9512,6325248,429.121302,3182.324817,13.484522,4,25300992,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,256,4096,bfloat16,float32,float32,1e-06,,False,131.188005,129.002397,136.670396,6325248,48.21514,3182.324817,1.515092,4,25300992,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,256,4096,float32,float32,same,1e-06,1.782575,False,6.444,6.3088,6.5952,8404992,1304.312814,3182.324817,40.986162,4,33619968,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,256,4096,float32,float32,same,1e-06,0.038196,False,6.776,6.6592,6.9952,8404992,1240.406156,3182.324817,38.977987,4,33619968,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,256,4096,float32,float32,same,1e-06,,False,9.392,9.2312,9.544,8404992,894.909729,3182.324817,28.121257,4,33619968,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,256,4096,float32,float32,same,1e-06,3.243842,False,16.66,16.4528,16.749601,12616704,757.305153,3182.324817,23.79723,4,50466816,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,256,4096,float32,float32,same,1e-06,1.479168,False,17.084,16.8544,17.436801,12616704,738.509964,3182.324817,23.206618,4,50466816,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,256,4096,float32,float32,same,1e-06,,False,33.448001,32.490401,36.123999,12616704,377.203524,3182.324817,11.853081,4,50466816,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,512,4096,float16,float16,same,1e-06,1.820661,False,6.44,6.2376,6.5728,8396800,1303.850903,3182.324817,40.971647,4,33587200,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,512,4096,float16,float16,same,1e-06,0.036607,False,6.712,6.568,7.0904,8396800,1251.013132,3182.324817,39.311296,4,33587200,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,512,4096,float16,float16,same,1e-06,,False,10.784,10.58,10.9032,8396800,778.635003,3182.324817,24.46749,4,33587200,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,512,4096,float16,float16,same,1e-06,3.183401,False,19.656001,19.5064,21.896001,12601344,641.093996,3182.324817,20.145461,4,50405376,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,512,4096,float16,float16,same,1e-06,1.485769,False,21.044,20.644001,21.574401,12601344,598.80935,3182.324817,18.816726,4,50405376,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,512,4096,float16,float16,same,1e-06,,False,32.819999,25.857599,44.6072,12601344,383.953206,3182.324817,12.06518,4,50405376,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,512,4096,float16,float32,float32,1e-06,1.780095,False,6.456,6.248,6.6448,8404992,1301.888469,3182.324817,40.909981,4,33619968,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,512,4096,float16,float32,float32,1e-06,0.048668,False,6.84,6.5072,6.956,8404992,1228.800013,3182.324817,38.613281,4,33619968,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,512,4096,float16,float32,float32,1e-06,,False,61.54,51.344799,73.1056,8404992,136.577705,3182.324817,4.291759,4,33619968,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,512,4096,float16,float32,float32,1e-06,1.897628,False,16.704001,16.531199,16.9264,12617728,755.371623,3182.324817,23.736472,4,50470912,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,512,4096,float16,float32,float32,1e-06,1.332019,False,17.051999,16.972001,17.479199,12617728,739.955923,3182.324817,23.252055,4,50470912,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,512,4096,float16,float32,float32,1e-06,,False,133.107997,131.536806,134.234403,12617728,94.793162,3182.324817,2.978739,4,50470912,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,512,4096,bfloat16,bfloat16,same,1e-06,1.91426,False,6.484,6.1952,6.724,8396800,1295.003082,3182.324817,40.693617,4,33587200,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,512,4096,bfloat16,bfloat16,same,1e-06,0.038259,False,6.78,6.5488,6.8832,8396800,1238.466088,3182.324817,38.917023,4,33587200,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,512,4096,bfloat16,bfloat16,same,1e-06,,False,10.788,10.6608,10.8952,8396800,778.346297,3182.324817,24.458418,4,33587200,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,512,4096,bfloat16,bfloat16,same,1e-06,1.883893,False,19.796,19.6528,20.223199,12601344,636.560118,3182.324817,20.00299,4,50405376,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,512,4096,bfloat16,bfloat16,same,1e-06,1.410129,False,21.108001,20.704799,21.451999,12601344,596.993731,3182.324817,18.759673,4,50405376,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,512,4096,bfloat16,bfloat16,same,1e-06,,False,33.531999,32.247201,36.5624,12601344,375.800558,3182.324817,11.808994,4,50405376,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,512,4096,bfloat16,float32,float32,1e-06,1.888543,False,6.456,6.2096,6.664,8404992,1301.888469,3182.324817,40.909981,4,33619968,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,512,4096,bfloat16,float32,float32,1e-06,0.039447,False,6.732,6.504,7.0808,8404992,1248.513362,3182.324817,39.232744,4,33619968,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,512,4096,bfloat16,float32,float32,1e-06,,False,50.972,50.5888,51.3048,8404992,164.894296,3182.324817,5.181567,4,33619968,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,512,4096,bfloat16,float32,float32,1e-06,3.081067,False,16.66,16.488801,17.011999,12617728,757.366618,3182.324817,23.799161,4,50470912,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,512,4096,bfloat16,float32,float32,1e-06,1.222967,False,17.168,17.018399,17.3488,12617728,734.956183,3182.324817,23.094946,4,50470912,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,512,4096,bfloat16,float32,float32,1e-06,,False,133.896001,131.958397,136.753604,12617728,94.235287,3182.324817,2.961209,4,50470912,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,512,4096,float32,float32,same,1e-06,1.815522,False,8.84,8.588,9.1184,16793600,1899.728452,3182.324817,59.696246,4,67174400,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,512,4096,float32,float32,same,1e-06,0.035519,False,9.632,9.424,9.8136,16793600,1743.521637,3182.324817,54.787671,4,67174400,157286400,True,12
2,torch,torch.nn.functional.rms_norm,fwd,512,4096,float32,float32,same,1e-06,,False,11.344,11.1576,11.5552,16793600,1480.394953,3182.324817,46.519291,4,67174400,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,512,4096,float32,float32,same,1e-06,3.078005,False,20.860001,20.442399,21.0448,25200640,1208.084342,3182.324817,37.96232,4,100802560,157286400,True,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,512,4096,float32,float32,same,1e-06,1.20646,False,20.8,20.5856,21.145599,25200640,1211.569227,3182.324817,38.071828,4,100802560,157286400,True,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,512,4096,float32,float32,same,1e-06,,False,33.283999,32.160799,34.6496,25200640,757.139785,3182.324817,23.792033,4,100802560,157286400,True,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,4096,3000,float16,float16,same,1e-06,1.682845,False,21.82,21.404801,22.341601,49158000,2252.887221,3182.324817,70.793755,4,196632000,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,float16,float16,same,1e-06,1.103878,False,22.604001,22.3136,22.886399,49158000,2174.74776,3182.324817,68.338334,4,196632000,157286400,False,12
2,torch,torch.nn.functional.rms_norm,fwd,4096,3000,float16,float16,same,1e-06,,False,25.904,25.808799,26.3512,49158000,1897.699211,3182.324817,59.63248,4,196632000,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,4096,3000,float16,float16,same,1e-06,2.220785,False,46.010666,45.713067,47.067732,73756384,1603.027973,3182.324817,50.372858,3,221269152,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,float16,float16,same,1e-06,1.151739,False,50.639999,50.2144,51.118933,73756384,1456.484693,3182.324817,45.767946,3,221269152,157286400,False,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,float16,float16,same,1e-06,,False,66.698665,65.473065,69.078398,73756384,1105.814989,3182.324817,34.748652,3,221269152,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,4096,3000,float16,float32,float32,1e-06,1.578192,False,22.008,21.7168,22.3112,49164000,2233.914946,3182.324817,70.197578,4,196656000,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,float16,float32,float32,1e-06,1.085039,False,22.768,22.617601,23.131199,49164000,2159.346438,3182.324817,67.854369,4,196656000,157286400,False,12
2,torch,torch.nn.functional.rms_norm,fwd,4096,3000,float16,float32,float32,1e-06,,False,220.187999,219.694395,220.565601,49164000,223.281923,3182.324817,7.016315,4,196656000,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,4096,3000,float16,float32,float32,1e-06,2.285863,False,42.501333,42.0224,43.010135,73768384,1735.672249,3182.324817,54.541015,3,221305152,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,float16,float32,float32,1e-06,1.150157,False,47.594666,47.219201,48.292267,73768384,1549.929634,3182.324817,48.704319,3,221305152,157286400,False,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,float16,float32,float32,1e-06,,False,547.482669,546.45975,549.086928,73768384,134.74104,3182.324817,4.234044,3,221305152,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,4096,3000,bfloat16,bfloat16,same,1e-06,1.809628,False,21.744,21.528,22.146399,49158000,2260.761611,3182.324817,71.041196,4,196632000,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,bfloat16,bfloat16,same,1e-06,1.123624,False,22.652,22.403999,23.2144,49158000,2170.139484,3182.324817,68.193525,4,196632000,157286400,False,12
2,torch,torch.nn.functional.rms_norm,fwd,4096,3000,bfloat16,bfloat16,same,1e-06,,False,25.768001,25.6216,26.037601,49158000,1907.714949,3182.324817,59.94721,4,196632000,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,4096,3000,bfloat16,bfloat16,same,1e-06,2.199553,False,46.202667,45.837868,48.338133,73756384,1596.366372,3182.324817,50.163527,3,221269152,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,bfloat16,bfloat16,same,1e-06,1.157286,False,50.613334,50.043734,51.047468,73756384,1457.252042,3182.324817,45.792059,3,221269152,157286400,False,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,bfloat16,bfloat16,same,1e-06,,False,67.423999,66.805335,68.050133,73756384,1093.918853,3182.324817,34.374833,3,221269152,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,4096,3000,bfloat16,float32,float32,1e-06,1.551444,False,22.088001,21.828,22.6752,49164000,2225.823921,3182.324817,69.943329,4,196656000,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,bfloat16,float32,float32,1e-06,1.066366,False,22.78,22.556,22.860801,49164000,2158.208933,3182.324817,67.818625,4,196656000,157286400,False,12
2,torch,torch.nn.functional.rms_norm,fwd,4096,3000,bfloat16,float32,float32,1e-06,,False,219.995998,219.7552,220.587994,49164000,223.476793,3182.324817,7.022438,4,196656000,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,4096,3000,bfloat16,float32,float32,1e-06,2.281257,False,42.677333,42.162132,43.152001,73768384,1728.514387,3182.324817,54.316089,3,221305152,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,bfloat16,float32,float32,1e-06,1.137205,False,48.330667,47.494401,48.696532,73768384,1526.326624,3182.324817,47.962628,3,221305152,157286400,False,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,bfloat16,float32,float32,1e-06,,False,547.440012,545.605346,548.787208,73768384,134.751539,3182.324817,4.234374,3,221305152,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,4096,3000,float32,float32,same,1e-06,1.783691,False,40.08,39.5872,41.0272,98316000,2452.994029,3182.324817,77.081824,2,196632000,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,float32,float32,same,1e-06,1.09167,False,41.192001,40.790401,41.455999,98316000,2386.774088,3182.324817,75.000958,2,196632000,157286400,False,12
2,torch,torch.nn.functional.rms_norm,fwd,4096,3000,float32,float32,same,1e-06,,False,47.136001,46.9616,47.8832,98316000,2085.79424,3182.324817,65.543097,2,196632000,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_bwd_tuned (CuTe, autotuned)",bwd,4096,3000,float32,float32,same,1e-06,2.403309,False,69.176,68.788799,69.937596,147496384,2132.190136,3182.324817,67.001022,2,294992768,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,float32,float32,same,1e-06,1.142437,False,70.0,69.091197,72.102401,147496384,2107.091191,3182.324817,66.212323,2,294992768,157286400,False,12
2,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,float32,float32,same,1e-06,,False,132.424004,129.7424,133.806396,147496384,1113.81909,3182.324817,35.00017,2,294992768,157286400,False,12
2,quack_tuned,"quack.rmsnorm.rmsnorm_fwd_tuned (CuTe, autotuned)",fwd,4096,4096,float16,float16,same,1e-06,1.982127,False,28.528001,28.214401,30.2016,67117056,2352.672927,3182.324817,73.929378,3,201351168,157286400,False,12
2,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,4096,float16,float16,same,1e-06,0.080061,False,29.050667,28.7584,29.433601,67117056,2310.344763,3182.324817,72.599276,3,201351168,157286400,False,12
2,torch,torch.nn.functional.rms_norm,fwd,4096,4096,float16,float16,same,1e-06,,False,32.602667,32.346667,33.130666,67117056,2058.637009,3182.324817,64.68972,3,201351168,157286400,False,12
